ID, MES, DIA, Hora, umidade 
 1, 1, 17, 15, 6 
 1, 1, 17, 7, 11 
 1, 1, 13, 9, 17 
 1, 1, 4, 1, 11 
 1, 1, 10, 13, 17 
 1, 1, 18, 7, 22 
 1, 1, 16, 3, 18 
 1, 1, 1, 2, 14 
 1, 1, 7, 13, 6 
 1, 1, 18, 1, 16 
 1, 1, 14, 22, 21 
 1, 1, 20, 22, 4 
 1, 1, 14, 1, 18 
 1, 1, 15, 9, 19 
 1, 1, 15, 13, 18 
 1, 1, 19, 5, 6 
 1, 1, 14, 9, 21 
 1, 1, 8, 10, 20 
 1, 1, 9, 19, 21 
 1, 1, 11, 6, 7 
 1, 1, 4, 2, 2 
 1, 1, 17, 14, 19 
 1, 1, 21, 5, 17 
 1, 1, 21, 11, 2 
 1, 1, 6, 5, 17 
 1, 1, 1, 14, 5 
 1, 1, 23, 21, 3 
 1, 1, 23, 17, 11 
 1, 1, 5, 20, 22 
 1, 1, 18, 6, 5 
 1, 1, 21, 16, 17 
 1, 1, 12, 8, 7 
 1, 1, 2, 14, 8 
 1, 1, 10, 9, 17 
 1, 1, 6, 16, 15 
 1, 1, 4, 21, 21 
 1, 1, 11, 3, 8 
 1, 1, 7, 7, 19 
 1, 1, 4, 19, 11 
 1, 1, 16, 13, 16 
 1, 1, 19, 14, 0 
 1, 1, 10, 0, 6 
 1, 1, 7, 22, 3 
 1, 1, 0, 11, 7 
 1, 1, 10, 5, 18 
 1, 1, 13, 10, 21 
 1, 1, 13, 7, 15 
 1, 1, 21, 3, 14 
 1, 1, 9, 10, 8 
 1, 1, 0, 7, 9 
 1, 1, 10, 15, 17 
 1, 1, 7, 15, 12 
 1, 1, 8, 11, 18 
 1, 1, 17, 9, 16 
 1, 1, 7, 6, 8 
 1, 1, 0, 2, 14 
 1, 1, 9, 22, 11 
 1, 1, 12, 2, 14 
 1, 1, 0, 9, 9 
 1, 1, 22, 12, 2 
 1, 1, 15, 3, 2 
 1, 1, 0, 13, 17 
 1, 1, 12, 22, 24 
 1, 1, 14, 13, 15 
 1, 1, 17, 10, 0 
 1, 1, 4, 0, 2 
 1, 1, 6, 5, 17 
 1, 1, 11, 5, 10 
 1, 1, 18, 1, 23 
 1, 1, 2, 7, 20 
 1, 1, 3, 8, 7 
 1, 1, 4, 21, 3 
 1, 1, 15, 18, 14 
 1, 1, 0, 5, 2 
 1, 1, 2, 0, 20 
 1, 1, 14, 20, 24 
 1, 1, 22, 5, 23 
 1, 1, 11, 3, 0 
 1, 1, 2, 3, 17 
 1, 1, 13, 22, 9 
 1, 1, 12, 11, 18 
 1, 1, 5, 1, 15 
 1, 1, 18, 9, 18 
 1, 1, 23, 18, 6 
 1, 1, 15, 16, 15 
 1, 1, 2, 19, 13 
 1, 1, 11, 2, 3 
 1, 1, 15, 23, 8 
 1, 1, 20, 16, 6 
 1, 1, 18, 0, 21 
 1, 1, 20, 14, 5 
 1, 1, 14, 4, 4 
 1, 1, 1, 17, 4 
 1, 1, 16, 18, 12 
 1, 1, 3, 23, 21 
 1, 1, 21, 19, 6 
 1, 1, 9, 23, 22 
 1, 1, 0, 19, 13 
 1, 1, 2, 16, 8 
 1, 1, 3, 22, 23 
 1, 1, 11, 15, 8 
 1, 1, 7, 21, 1 
 1, 1, 12, 8, 5 
 1, 1, 13, 12, 4 
 1, 1, 17, 7, 4 
 1, 1, 6, 10, 2 
 1, 1, 7, 19, 20 
 1, 1, 20, 8, 13 
 1, 1, 5, 7, 1 
 1, 1, 5, 2, 12 
 1, 1, 9, 20, 6 
 1, 1, 3, 10, 13 
 1, 1, 16, 13, 24 
 1, 1, 10, 19, 9 
 1, 1, 1, 10, 11 
 1, 1, 7, 6, 8 
 1, 1, 12, 4, 10 
 1, 1, 0, 22, 23 
 1, 1, 5, 14, 5 
 1, 1, 6, 2, 19 
 1, 1, 1, 10, 15 
 1, 1, 9, 0, 5 
 1, 1, 20, 0, 10 
 1, 1, 17, 16, 4 
 1, 1, 10, 14, 6 
 1, 1, 8, 19, 19 
 1, 1, 22, 18, 6 
 1, 1, 20, 15, 4 
 2, 1, 14, 15, 37 
 2, 1, 4, 23, 31 
 2, 1, 5, 3, 39 
 2, 1, 6, 2, 38 
 2, 1, 13, 19, 49 
 2, 1, 3, 9, 29 
 2, 1, 16, 1, 27 
 2, 1, 13, 5, 34 
 2, 1, 18, 16, 48 
 2, 1, 20, 11, 35 
 2, 1, 23, 18, 35 
 2, 1, 16, 23, 36 
 2, 1, 6, 8, 45 
 2, 1, 20, 7, 29 
 2, 1, 23, 22, 49 
 2, 1, 7, 13, 41 
 2, 1, 10, 22, 42 
 2, 1, 5, 19, 43 
 2, 1, 12, 22, 38 
 2, 1, 3, 10, 34 
 2, 1, 3, 7, 28 
 2, 1, 5, 3, 31 
 2, 1, 16, 17, 25 
 2, 1, 8, 6, 40 
 2, 1, 6, 15, 47 
 2, 1, 2, 19, 28 
 2, 1, 21, 2, 35 
 2, 1, 0, 19, 38 
 2, 1, 4, 8, 29 
 2, 1, 8, 20, 49 
 2, 1, 3, 1, 36 
 2, 1, 19, 15, 39 
 2, 1, 6, 8, 36 
 2, 1, 15, 8, 34 
 2, 1, 1, 21, 25 
 2, 1, 10, 2, 33 
 2, 1, 14, 13, 42 
 2, 1, 10, 13, 38 
 2, 1, 15, 1, 43 
 2, 1, 9, 19, 45 
 2, 1, 20, 21, 28 
 2, 1, 18, 21, 31 
 2, 1, 4, 18, 31 
 2, 1, 9, 19, 49 
 2, 1, 19, 12, 36 
 2, 1, 20, 14, 37 
 2, 1, 14, 12, 47 
 2, 1, 11, 20, 26 
 2, 1, 10, 0, 33 
 2, 1, 10, 3, 43 
 2, 1, 2, 8, 36 
 2, 1, 19, 2, 31 
 2, 1, 15, 7, 37 
 2, 1, 17, 6, 49 
 2, 1, 15, 10, 49 
 2, 1, 7, 16, 44 
 2, 1, 1, 22, 26 
 2, 1, 12, 13, 41 
 2, 1, 7, 3, 40 
 2, 1, 2, 6, 42 
 2, 1, 2, 22, 29 
 2, 1, 20, 15, 42 
 2, 1, 22, 0, 27 
 2, 1, 11, 2, 38 
 2, 1, 18, 4, 49 
 2, 1, 13, 2, 40 
 2, 1, 9, 18, 40 
 2, 1, 12, 20, 36 
 2, 1, 8, 5, 35 
 2, 1, 22, 22, 41 
 2, 1, 11, 23, 26 
 2, 1, 1, 22, 34 
 2, 1, 13, 6, 49 
 2, 1, 21, 9, 25 
 2, 1, 4, 0, 44 
 2, 1, 22, 10, 34 
 2, 1, 9, 10, 28 
 2, 1, 8, 10, 29 
 2, 1, 18, 12, 46 
 2, 1, 14, 6, 46 
 2, 1, 15, 18, 35 
 2, 1, 19, 4, 36 
 2, 1, 10, 20, 35 
 2, 1, 2, 18, 25 
 2, 1, 21, 18, 31 
 2, 1, 14, 5, 26 
 2, 1, 11, 0, 33 
 2, 1, 21, 0, 45 
 2, 1, 20, 9, 42 
 2, 1, 23, 20, 30 
 2, 1, 11, 23, 25 
 2, 1, 15, 4, 42 
 2, 1, 1, 15, 42 
 2, 1, 2, 18, 33 
 2, 1, 18, 3, 47 
 2, 1, 9, 14, 41 
 2, 1, 1, 10, 27 
 2, 1, 20, 23, 39 
 2, 1, 13, 15, 38 
 2, 1, 15, 20, 49 
 2, 1, 3, 1, 47 
 2, 1, 3, 5, 32 
 2, 1, 23, 13, 29 
 2, 1, 4, 5, 48 
 2, 1, 5, 17, 43 
 2, 1, 10, 1, 44 
 2, 1, 0, 2, 35 
 2, 1, 20, 14, 45 
 2, 1, 22, 14, 48 
 2, 1, 17, 11, 26 
 2, 1, 20, 23, 43 
 2, 1, 4, 19, 43 
 2, 1, 1, 20, 49 
 2, 1, 23, 5, 35 
 2, 1, 17, 20, 34 
 2, 1, 8, 7, 33 
 2, 1, 6, 5, 47 
 2, 1, 5, 10, 42 
 2, 1, 7, 13, 43 
 2, 1, 8, 15, 49 
 2, 1, 16, 0, 38 
 2, 1, 10, 23, 29 
 2, 1, 3, 1, 35 
 2, 1, 11, 16, 35 
 2, 1, 10, 16, 43 
 2, 1, 13, 5, 37 
 2, 1, 1, 14, 26 
 2, 1, 11, 11, 37 
 2, 1, 20, 4, 47 
 2, 1, 22, 13, 29 
 2, 1, 15, 11, 28 
 2, 1, 0, 0, 33 
 2, 1, 10, 13, 26 
 2, 1, 2, 12, 46 
 2, 1, 15, 19, 35 
 2, 1, 8, 7, 42 
 2, 1, 5, 20, 39 
 2, 1, 6, 6, 28 
 2, 1, 13, 22, 46 
 2, 1, 2, 21, 35 
 2, 1, 23, 15, 26 
 2, 1, 14, 7, 47 
 2, 1, 13, 11, 35 
 2, 1, 15, 4, 47 
 2, 1, 2, 21, 45 
 2, 1, 12, 23, 41 
 2, 1, 16, 14, 49 
 2, 1, 12, 22, 44 
 2, 1, 23, 14, 26 
 2, 1, 12, 17, 27 
 2, 1, 1, 1, 26 
 2, 1, 14, 13, 47 
 2, 1, 13, 23, 28 
 2, 1, 12, 7, 49 
 2, 1, 15, 19, 45 
 2, 1, 11, 3, 25 
 2, 1, 4, 15, 38 
 2, 1, 21, 11, 45 
 2, 1, 7, 22, 38 
 2, 1, 10, 8, 40 
 2, 1, 17, 4, 39 
 2, 1, 12, 21, 44 
 2, 1, 3, 13, 34 
 2, 1, 3, 2, 38 
 2, 1, 14, 2, 26 
 2, 1, 2, 13, 43 
 2, 1, 6, 0, 42 
 2, 1, 1, 9, 30 
 2, 1, 10, 17, 34 
 2, 1, 10, 9, 26 
 2, 1, 6, 2, 33 
 2, 1, 11, 22, 48 
 2, 1, 20, 3, 36 
 2, 1, 4, 14, 40 
 2, 1, 10, 12, 48 
 2, 1, 23, 9, 40 
 2, 1, 9, 2, 35 
 2, 1, 10, 6, 29 
 2, 1, 10, 14, 49 
 2, 1, 7, 14, 48 
 2, 1, 16, 17, 39 
 2, 1, 9, 2, 39 
 2, 1, 21, 19, 42 
 2, 1, 16, 16, 40 
 2, 1, 1, 23, 35 
 2, 1, 9, 11, 42 
 2, 1, 8, 16, 46 
 2, 1, 2, 5, 27 
 2, 1, 18, 23, 49 
 2, 1, 3, 6, 49 
 2, 1, 9, 17, 33 
 2, 1, 7, 12, 25 
 2, 1, 3, 18, 40 
 2, 1, 0, 20, 27 
 2, 1, 13, 0, 40 
 2, 1, 7, 22, 33 
 2, 1, 18, 23, 38 
 2, 1, 6, 13, 48 
 2, 1, 0, 2, 46 
 2, 1, 22, 11, 43 
 2, 1, 3, 13, 37 
 2, 1, 5, 10, 34 
 2, 1, 11, 15, 40 
 2, 1, 23, 13, 28 
 2, 1, 0, 10, 35 
 2, 1, 10, 17, 34 
 2, 1, 21, 3, 27 
 2, 1, 4, 19, 49 
 2, 1, 8, 5, 33 
 2, 1, 21, 22, 37 
 2, 1, 23, 3, 27 
 2, 1, 17, 19, 46 
 2, 1, 12, 14, 40 
 2, 1, 3, 18, 33 
 2, 1, 13, 22, 48 
 2, 1, 16, 18, 35 
 2, 1, 19, 21, 39 
 2, 1, 11, 2, 38 
 2, 1, 12, 18, 29 
 2, 1, 2, 17, 33 
 2, 1, 18, 0, 26 
 2, 1, 11, 7, 26 
 2, 1, 9, 5, 27 
 2, 1, 16, 11, 37 
 2, 1, 20, 4, 26 
 2, 1, 20, 3, 30 
 2, 1, 14, 3, 30 
 2, 1, 5, 15, 45 
 2, 1, 11, 22, 26 
 2, 1, 8, 6, 43 
 2, 1, 8, 19, 25 
 2, 1, 3, 10, 47 
 2, 1, 7, 15, 48 
 2, 1, 8, 3, 40 
 2, 1, 23, 23, 32 
 2, 1, 9, 20, 46 
 2, 1, 9, 14, 47 
 2, 1, 0, 19, 48 
 2, 1, 4, 16, 26 
 2, 1, 23, 15, 42 
 2, 1, 7, 17, 25 
 2, 1, 1, 7, 40 
 2, 1, 17, 1, 47 
 2, 1, 0, 6, 31 
 2, 1, 15, 16, 34 
 2, 1, 1, 19, 45 
 2, 1, 7, 22, 46 
 2, 1, 23, 19, 32 
 2, 1, 5, 4, 37 
 2, 1, 19, 16, 49 
 2, 1, 21, 14, 42 
 2, 1, 15, 12, 47 
 2, 1, 4, 9, 37 
 2, 1, 10, 23, 44 
 2, 1, 7, 22, 40 
 2, 1, 18, 10, 37 
 2, 1, 2, 5, 33 
 2, 1, 23, 21, 49 
 2, 1, 9, 1, 38 
 2, 1, 6, 14, 31 
 2, 1, 17, 8, 27 
 2, 1, 23, 22, 42 
 2, 1, 12, 5, 28 
 2, 1, 5, 23, 30 
 2, 1, 8, 3, 41 
 2, 1, 11, 22, 27 
 2, 1, 1, 21, 45 
 2, 1, 22, 22, 43 
 2, 1, 2, 4, 32 
 2, 1, 6, 0, 40 
 2, 1, 3, 3, 29 
 2, 1, 20, 3, 48 
 2, 1, 7, 15, 41 
 2, 1, 13, 0, 32 
 2, 1, 12, 2, 33 
 2, 1, 5, 19, 34 
 2, 1, 23, 2, 37 
 2, 1, 19, 21, 45 
 2, 1, 14, 3, 41 
 2, 1, 5, 19, 42 
 2, 1, 0, 7, 33 
 2, 1, 2, 5, 42 
 2, 1, 5, 5, 25 
 2, 1, 16, 8, 36 
 2, 1, 0, 20, 42 
 2, 1, 3, 16, 37 
 2, 1, 13, 21, 34 
 2, 1, 11, 6, 45 
 2, 1, 10, 3, 38 
 2, 1, 8, 12, 47 
 2, 1, 13, 17, 25 
 2, 1, 16, 8, 25 
 2, 1, 16, 23, 36 
 2, 1, 2, 23, 48 
 2, 1, 1, 2, 44 
 3, 1, 14, 3, 68 
 3, 1, 5, 17, 50 
 3, 1, 2, 8, 55 
 3, 1, 14, 15, 51 
 3, 1, 0, 2, 73 
 3, 1, 1, 8, 51 
 3, 1, 21, 23, 62 
 3, 1, 20, 21, 64 
 3, 1, 7, 10, 74 
 3, 1, 12, 10, 55 
 3, 1, 16, 19, 56 
 3, 1, 15, 22, 67 
 3, 1, 12, 5, 59 
 3, 1, 9, 19, 67 
 3, 1, 13, 11, 68 
 3, 1, 14, 15, 68 
 3, 1, 5, 5, 59 
 3, 1, 12, 9, 55 
 3, 1, 5, 20, 74 
 3, 1, 7, 22, 69 
 3, 1, 15, 8, 74 
 3, 1, 20, 1, 71 
 3, 1, 18, 9, 57 
 3, 1, 13, 20, 57 
 3, 1, 21, 0, 67 
 3, 1, 13, 1, 51 
 3, 1, 23, 11, 64 
 3, 1, 19, 2, 71 
 3, 1, 0, 9, 69 
 3, 1, 5, 4, 55 
 3, 1, 16, 1, 72 
 3, 1, 17, 7, 73 
 3, 1, 8, 12, 55 
 3, 1, 12, 22, 72 
 3, 1, 11, 2, 54 
 3, 1, 1, 20, 58 
 3, 1, 6, 7, 50 
 3, 1, 22, 4, 50 
 3, 1, 13, 8, 63 
 3, 1, 19, 19, 64 
 3, 1, 1, 23, 50 
 3, 1, 23, 21, 71 
 3, 1, 0, 15, 71 
 3, 1, 12, 18, 62 
 3, 1, 9, 10, 74 
 3, 1, 16, 14, 71 
 3, 1, 21, 21, 61 
 3, 1, 4, 23, 68 
 3, 1, 3, 8, 74 
 3, 1, 5, 17, 56 
 3, 1, 21, 19, 71 
 3, 1, 21, 0, 65 
 3, 1, 13, 12, 70 
 3, 1, 18, 20, 62 
 3, 1, 10, 1, 70 
 3, 1, 3, 7, 53 
 3, 1, 13, 15, 57 
 3, 1, 1, 15, 53 
 3, 1, 4, 20, 72 
 3, 1, 15, 6, 51 
 3, 1, 13, 5, 70 
 3, 1, 4, 1, 72 
 3, 1, 7, 21, 68 
 3, 1, 21, 15, 58 
 3, 1, 4, 3, 53 
 3, 1, 20, 3, 70 
 3, 1, 19, 5, 64 
 3, 1, 21, 17, 67 
 3, 1, 4, 9, 50 
 3, 1, 12, 4, 56 
 3, 1, 10, 16, 74 
 3, 1, 15, 14, 69 
 3, 1, 13, 2, 55 
 3, 1, 13, 21, 68 
 3, 1, 2, 19, 63 
 3, 1, 3, 11, 74 
 3, 1, 21, 19, 65 
 3, 1, 2, 11, 50 
 3, 1, 11, 11, 50 
 3, 1, 15, 11, 63 
 3, 1, 22, 13, 59 
 3, 1, 10, 2, 51 
 3, 1, 20, 11, 68 
 3, 1, 22, 17, 71 
 3, 1, 19, 15, 62 
 3, 1, 5, 12, 66 
 3, 1, 23, 19, 74 
 3, 1, 4, 21, 74 
 3, 1, 10, 7, 55 
 3, 1, 12, 3, 73 
 3, 1, 9, 4, 65 
 3, 1, 12, 1, 56 
 3, 1, 14, 2, 50 
 3, 1, 11, 5, 74 
 3, 1, 9, 1, 59 
 3, 1, 7, 11, 70 
 3, 1, 6, 22, 64 
 3, 1, 22, 8, 70 
 3, 1, 16, 3, 50 
 3, 1, 3, 18, 59 
 3, 1, 11, 18, 73 
 3, 1, 11, 14, 52 
 3, 1, 3, 21, 59 
 3, 1, 13, 8, 64 
 3, 1, 15, 2, 60 
 3, 1, 10, 0, 70 
 3, 1, 5, 10, 72 
 3, 1, 7, 0, 62 
 3, 1, 4, 0, 66 
 3, 1, 6, 8, 53 
 3, 1, 18, 18, 62 
 3, 1, 8, 3, 54 
 3, 1, 15, 15, 53 
 3, 1, 5, 3, 69 
 3, 1, 5, 8, 64 
 3, 1, 1, 2, 59 
 3, 1, 9, 2, 53 
 3, 1, 21, 22, 57 
 3, 1, 5, 13, 70 
 3, 1, 20, 17, 69 
 3, 1, 23, 19, 65 
 3, 1, 22, 18, 63 
 3, 1, 20, 22, 65 
 3, 1, 3, 4, 60 
 3, 1, 12, 5, 55 
 3, 1, 1, 12, 50 
 3, 1, 2, 14, 69 
 3, 1, 11, 13, 58 
 3, 1, 14, 12, 71 
 3, 1, 7, 12, 72 
 3, 1, 14, 4, 67 
 3, 1, 15, 23, 54 
 3, 1, 20, 11, 52 
 3, 1, 0, 17, 64 
 3, 1, 7, 12, 59 
 3, 1, 23, 18, 74 
 3, 1, 3, 18, 68 
 3, 1, 21, 4, 55 
 3, 1, 18, 18, 56 
 3, 1, 20, 1, 71 
 3, 1, 5, 23, 70 
 3, 1, 18, 3, 62 
 3, 1, 4, 14, 74 
 3, 1, 5, 16, 50 
 3, 1, 11, 23, 55 
 3, 1, 17, 12, 53 
 3, 1, 23, 23, 65 
 3, 1, 11, 16, 61 
 3, 1, 22, 13, 66 
 3, 1, 13, 14, 64 
 3, 1, 7, 15, 70 
 3, 1, 22, 8, 68 
 3, 1, 19, 6, 66 
 3, 1, 5, 12, 50 
 3, 1, 13, 9, 60 
 3, 1, 10, 17, 54 
 3, 1, 18, 13, 50 
 3, 1, 12, 21, 71 
 3, 1, 17, 9, 51 
 3, 1, 23, 11, 64 
 3, 1, 10, 13, 51 
 3, 1, 10, 6, 68 
 3, 1, 22, 21, 57 
 3, 1, 6, 15, 55 
 3, 1, 18, 22, 63 
 3, 1, 4, 17, 72 
 3, 1, 19, 23, 53 
 3, 1, 20, 0, 58 
 3, 1, 12, 18, 52 
 3, 1, 10, 2, 63 
 3, 1, 18, 14, 55 
 3, 1, 4, 12, 53 
 3, 1, 18, 16, 56 
 3, 1, 14, 10, 62 
 3, 1, 0, 5, 69 
 3, 1, 13, 18, 71 
 3, 1, 2, 8, 66 
 3, 1, 15, 5, 63 
 3, 1, 6, 23, 52 
 3, 1, 3, 20, 54 
 3, 1, 14, 5, 60 
 3, 1, 16, 4, 63 
 3, 1, 18, 23, 62 
 3, 1, 0, 18, 66 
 3, 1, 7, 0, 68 
 3, 1, 4, 15, 58 
 3, 1, 15, 17, 63 
 3, 1, 19, 3, 59 
 3, 1, 0, 14, 53 
 3, 1, 14, 7, 52 
 3, 1, 15, 23, 52 
 3, 1, 16, 5, 51 
 3, 1, 8, 9, 53 
 3, 1, 4, 23, 65 
 3, 1, 20, 22, 67 
 3, 1, 10, 6, 58 
 3, 1, 4, 15, 55 
 3, 1, 5, 23, 57 
 3, 1, 14, 4, 61 
 3, 1, 3, 5, 68 
 3, 1, 5, 6, 70 
 3, 1, 23, 22, 74 
 3, 1, 2, 15, 51 
 3, 1, 6, 16, 68 
 3, 1, 12, 15, 56 
 3, 1, 8, 21, 65 
 3, 1, 4, 7, 73 
 3, 1, 8, 2, 66 
 3, 1, 18, 15, 68 
 3, 1, 3, 20, 64 
 3, 1, 9, 13, 50 
 3, 1, 1, 16, 51 
 3, 1, 15, 17, 70 
 3, 1, 14, 7, 64 
 3, 1, 17, 8, 58 
 3, 1, 9, 23, 55 
 3, 1, 3, 19, 51 
 3, 1, 10, 20, 60 
 3, 1, 6, 2, 63 
 3, 1, 1, 18, 69 
 3, 1, 0, 8, 56 
 3, 1, 16, 20, 66 
 3, 1, 19, 7, 63 
 3, 1, 10, 8, 59 
 3, 1, 7, 20, 69 
 3, 1, 20, 2, 74 
 3, 1, 6, 4, 66 
 3, 1, 23, 9, 53 
 3, 1, 10, 3, 56 
 3, 1, 21, 4, 58 
 3, 1, 21, 5, 64 
 3, 1, 6, 10, 50 
 3, 1, 6, 19, 59 
 3, 1, 12, 1, 71 
 3, 1, 16, 23, 61 
 3, 1, 22, 15, 64 
 3, 1, 3, 21, 62 
 3, 1, 1, 2, 51 
 3, 1, 18, 11, 59 
 3, 1, 20, 16, 59 
 3, 1, 21, 16, 73 
 3, 1, 6, 5, 51 
 3, 1, 14, 11, 60 
 3, 1, 22, 12, 63 
 3, 1, 18, 14, 52 
 3, 1, 22, 13, 59 
 3, 1, 4, 19, 68 
 3, 1, 11, 18, 54 
 3, 1, 7, 0, 55 
 3, 1, 0, 3, 62 
 3, 1, 14, 14, 73 
 3, 1, 5, 9, 67 
 3, 1, 1, 1, 54 
 3, 1, 3, 21, 53 
 3, 1, 7, 2, 65 
 3, 1, 19, 9, 74 
 3, 1, 13, 12, 51 
 3, 1, 16, 1, 69 
 3, 1, 4, 4, 54 
 3, 1, 3, 19, 64 
 3, 1, 15, 3, 69 
 3, 1, 5, 2, 64 
 3, 1, 19, 13, 60 
 3, 1, 14, 13, 54 
 3, 1, 17, 22, 72 
 3, 1, 7, 7, 60 
 3, 1, 22, 13, 61 
 3, 1, 4, 8, 51 
 3, 1, 5, 2, 63 
 3, 1, 22, 16, 70 
 3, 1, 22, 0, 61 
 3, 1, 6, 3, 67 
 3, 1, 11, 5, 58 
 3, 1, 7, 21, 63 
 3, 1, 20, 23, 56 
 3, 1, 17, 10, 66 
 3, 1, 3, 6, 70 
 3, 1, 1, 0, 54 
 3, 1, 11, 20, 71 
 3, 1, 18, 7, 65 
 3, 1, 11, 9, 74 
 3, 1, 15, 15, 58 
 3, 1, 18, 0, 65 
 3, 1, 0, 15, 73 
 3, 1, 13, 21, 68 
 3, 1, 15, 21, 65 
 3, 1, 6, 4, 59 
 3, 1, 0, 1, 55 
 3, 1, 16, 14, 74 
 3, 1, 7, 8, 63 
 3, 1, 22, 16, 71 
 3, 1, 7, 11, 68 
 3, 1, 19, 22, 70 
 3, 1, 10, 13, 66 
 3, 1, 10, 8, 58 
 3, 1, 14, 3, 64 
 3, 1, 4, 1, 56 
 3, 1, 2, 20, 68 
 3, 1, 6, 3, 63 
 3, 1, 4, 19, 52 
 3, 1, 9, 10, 74 
 3, 1, 17, 14, 56 
 3, 1, 4, 11, 67 
 3, 1, 22, 3, 64 
 3, 1, 6, 20, 64 
 3, 1, 16, 13, 67 
 3, 1, 21, 9, 74 
 3, 1, 9, 20, 52 
 3, 1, 4, 13, 66 
 3, 1, 19, 3, 64 
 3, 1, 9, 0, 69 
 3, 1, 7, 17, 71 
 3, 1, 8, 15, 72 
 3, 1, 1, 8, 51 
 3, 1, 6, 5, 53 
 3, 1, 9, 14, 70 
 3, 1, 7, 20, 67 
 3, 1, 22, 19, 66 
 3, 1, 22, 11, 54 
 3, 1, 5, 4, 70 
 3, 1, 7, 2, 56 
 3, 1, 0, 16, 56 
 3, 1, 9, 8, 65 
 3, 1, 17, 2, 66 
 3, 1, 4, 8, 72 
 3, 1, 7, 2, 65 
 3, 1, 13, 4, 71 
 3, 1, 3, 9, 67 
 3, 1, 22, 1, 72 
 3, 1, 14, 15, 62 
 3, 1, 18, 7, 64 
 3, 1, 7, 0, 69 
 3, 1, 23, 7, 56 
 3, 1, 1, 15, 68 
 3, 1, 15, 6, 52 
 3, 1, 17, 13, 64 
 3, 1, 16, 10, 74 
 3, 1, 8, 14, 56 
 3, 1, 11, 13, 61 
 3, 1, 23, 10, 55 
 3, 1, 19, 22, 60 
 3, 1, 0, 20, 52 
 3, 1, 12, 12, 74 
 3, 1, 16, 1, 63 
 3, 1, 16, 14, 63 
 3, 1, 23, 18, 67 
 3, 1, 7, 10, 65 
 3, 1, 15, 3, 61 
 3, 1, 1, 18, 55 
 3, 1, 19, 3, 51 
 3, 1, 9, 3, 63 
 3, 1, 0, 2, 55 
