ID,datetime,Temperature,Humidity,Solo-0,Solo-1,Solo-2,Solo-3,Solo-4
1,4/7/2019 2:20:16,23.0,93.0,5,36,21,7,18
1,4/7/2019 2:20:21,23.0,93.0,5,36,21,8,17
1,4/7/2019 2:20:26,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:20:31,23.0,93.0,5,36,21,8,18
1,4/7/2019 2:20:36,23.0,93.0,5,37,21,8,18
1,4/7/2019 2:20:41,23.0,93.0,8,37,22,8,18
1,4/7/2019 2:20:46,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:20:51,23.0,93.0,5,36,22,7,19
1,4/7/2019 2:20:56,23.0,93.0,5,36,21,8,18
1,4/7/2019 2:21:1,23.0,93.0,5,36,21,8,18
1,4/7/2019 2:21:6,23.0,93.0,5,36,24,7,18
1,4/7/2019 2:21:11,23.0,93.0,5,36,21,7,18
1,4/7/2019 2:21:17,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:21:22,23.0,93.0,5,36,21,8,18
1,4/7/2019 2:21:27,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:21:32,23.0,93.0,5,36,21,7,18
1,4/7/2019 2:21:37,23.0,93.0,5,36,21,7,18
1,4/7/2019 2:21:42,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:21:47,23.0,93.0,5,36,21,7,18
1,4/7/2019 2:21:52,23.0,93.0,5,36,21,11,18
1,4/7/2019 2:21:57,23.0,93.0,5,36,21,11,19
1,4/7/2019 2:22:2,23.0,93.0,6,36,22,11,18
1,4/7/2019 2:22:7,23.0,93.0,5,36,21,11,19
1,4/7/2019 2:22:12,23.0,93.0,5,36,21,11,19
1,4/7/2019 2:22:17,23.0,93.0,5,36,21,10,18
1,4/7/2019 2:22:22,23.0,93.0,5,36,21,10,18
1,4/7/2019 2:22:27,23.0,93.0,5,36,24,8,18
1,4/7/2019 2:22:33,23.0,93.0,5,37,21,8,18
1,4/7/2019 2:22:38,23.0,93.0,5,37,24,8,18
1,4/7/2019 2:22:43,23.0,93.0,5,36,23,7,18
1,4/7/2019 2:22:48,23.0,93.0,5,36,22,7,19
1,4/7/2019 2:22:53,23.0,93.0,5,36,22,8,20
1,4/7/2019 2:22:58,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:23:3,23.0,93.0,5,36,21,7,18
1,4/7/2019 2:23:8,23.0,93.0,4,36,22,7,18
1,4/7/2019 2:23:13,23.0,93.0,4,36,22,7,18
1,4/7/2019 2:23:18,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:23:23,23.0,93.0,4,36,22,7,18
1,4/7/2019 2:23:28,23.0,93.0,5,36,21,7,18
1,4/7/2019 2:23:33,23.0,93.0,4,37,22,7,18
1,4/7/2019 2:23:38,23.0,93.0,4,36,22,8,18
1,4/7/2019 2:23:43,23.0,93.0,4,36,22,8,19
1,4/7/2019 2:23:49,23.0,93.0,4,36,22,8,18
1,4/7/2019 2:23:54,23.0,93.0,4,36,22,8,18
1,4/7/2019 2:23:59,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:24:4,23.0,93.0,4,36,26,7,18
1,4/7/2019 2:24:9,23.0,93.0,4,36,21,7,18
1,4/7/2019 2:24:14,23.0,93.0,4,36,21,7,18
1,4/7/2019 2:24:19,23.0,93.0,4,36,21,7,18
1,4/7/2019 2:24:24,23.0,93.0,4,36,22,7,18
1,4/7/2019 2:24:29,23.0,93.0,5,36,22,9,18
1,4/7/2019 2:24:34,23.0,93.0,4,36,22,9,18
1,4/7/2019 2:24:39,23.0,93.0,4,36,22,9,18
1,4/7/2019 2:24:44,23.0,93.0,4,36,22,9,18
1,4/7/2019 2:24:49,23.0,93.0,5,36,22,9,18
1,4/7/2019 2:24:54,23.0,93.0,4,36,22,9,18
1,4/7/2019 2:24:59,23.0,93.0,5,36,22,9,18
1,4/7/2019 2:25:5,23.0,93.0,5,36,22,9,18
1,4/7/2019 2:25:10,23.0,93.0,6,36,22,8,18
1,4/7/2019 2:25:15,23.0,93.0,6,36,22,7,18
1,4/7/2019 2:25:20,23.0,93.0,6,36,22,7,18
1,4/7/2019 2:25:25,23.0,93.0,6,36,24,7,18
1,4/7/2019 2:25:30,23.0,93.0,5,36,22,6,18
1,4/7/2019 2:25:35,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:25:40,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:25:45,23.0,93.0,6,36,23,6,19
1,4/7/2019 2:25:50,23.0,93.0,5,36,22,6,18
1,4/7/2019 2:25:55,23.0,93.0,5,36,24,6,18
1,4/7/2019 2:26:0,23.0,93.0,5,36,22,6,18
1,4/7/2019 2:26:5,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:26:10,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:26:16,23.0,93.0,5,36,22,6,18
1,4/7/2019 2:26:21,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:26:26,23.0,93.0,5,36,24,6,18
1,4/7/2019 2:26:31,23.0,93.0,5,36,22,6,18
1,4/7/2019 2:26:36,23.0,93.0,8,35,21,8,18
1,4/7/2019 2:26:41,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:26:46,23.0,93.0,5,36,22,8,19
1,4/7/2019 2:26:51,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:26:56,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:27:1,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:27:6,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:27:11,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:27:16,23.0,93.0,5,35,23,8,20
1,4/7/2019 2:27:21,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:27:26,23.0,93.0,5,35,22,8,18
1,4/7/2019 2:27:32,23.0,93.0,5,35,24,7,19
1,4/7/2019 2:27:37,23.0,93.0,5,35,23,8,18
1,4/7/2019 2:27:42,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:27:47,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:27:52,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:27:57,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:28:2,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:28:7,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:28:12,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:28:17,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:28:22,23.0,93.0,4,35,22,7,18
1,4/7/2019 2:28:27,23.0,93.0,4,35,22,7,19
1,4/7/2019 2:28:32,23.0,93.0,4,35,22,6,18
1,4/7/2019 2:28:37,23.0,93.0,4,35,22,7,20
1,4/7/2019 2:28:42,23.0,93.0,5,36,22,6,19
1,4/7/2019 2:28:48,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:28:53,23.0,93.0,5,35,22,6,18
1,4/7/2019 2:28:58,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:29:3,23.0,93.0,5,35,22,7,18
1,4/7/2019 2:29:8,23.0,93.0,7,35,22,7,18
1,4/7/2019 2:29:13,23.0,93.0,7,35,22,7,18
1,4/7/2019 2:29:18,23.0,93.0,7,35,22,8,18
1,4/7/2019 2:29:23,23.0,93.0,7,35,22,8,18
1,4/7/2019 2:29:28,23.0,93.0,7,35,22,8,18
1,4/7/2019 2:29:33,23.0,93.0,7,35,22,8,18
1,4/7/2019 2:29:38,23.0,93.0,7,35,22,8,18
1,4/7/2019 2:29:43,23.0,93.0,7,35,22,8,18
1,4/7/2019 2:29:48,23.0,93.0,7,36,22,8,18
1,4/7/2019 2:29:53,23.0,93.0,6,35,22,8,18
1,4/7/2019 2:29:58,23.0,93.0,6,35,22,7,18
1,4/7/2019 2:30:4,23.0,93.0,6,35,22,8,18
1,4/7/2019 2:30:9,23.0,93.0,6,35,22,11,18
1,4/7/2019 2:30:14,23.0,93.0,6,35,21,11,18
1,4/7/2019 2:30:19,23.0,93.0,6,35,21,11,18
1,4/7/2019 2:30:24,23.0,93.0,6,35,21,11,18
1,4/7/2019 2:30:29,23.0,93.0,6,35,21,11,18
1,4/7/2019 2:30:34,23.0,93.0,6,35,21,11,18
1,4/7/2019 2:30:39,23.0,93.0,5,35,22,10,18
1,4/7/2019 2:30:44,23.0,93.0,5,35,22,9,18
1,4/7/2019 2:30:49,23.0,93.0,5,35,22,8,18
1,4/7/2019 2:30:54,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:30:59,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:31:4,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:31:9,23.0,93.0,5,36,22,7,19
1,4/7/2019 2:31:15,23.0,93.0,7,35,22,7,18
1,4/7/2019 2:31:20,23.0,93.0,5,36,25,7,18
1,4/7/2019 2:31:25,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:31:30,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:31:35,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:31:40,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:31:45,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:31:50,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:31:55,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:32:0,23.0,93.0,5,37,22,7,19
1,4/7/2019 2:32:5,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:32:10,23.0,93.0,5,36,22,7,17
1,4/7/2019 2:32:15,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:32:20,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:32:25,23.0,93.0,5,36,22,7,17
1,4/7/2019 2:32:31,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:32:36,23.0,93.0,5,36,22,8,19
1,4/7/2019 2:32:41,23.0,93.0,5,36,22,7,17
1,4/7/2019 2:32:46,23.0,93.0,5,36,23,7,18
1,4/7/2019 2:32:51,23.0,93.0,6,36,25,7,18
1,4/7/2019 2:32:56,23.0,93.0,6,36,22,8,18
1,4/7/2019 2:33:1,23.0,93.0,6,36,22,8,19
1,4/7/2019 2:33:6,23.0,93.0,6,36,22,8,18
1,4/7/2019 2:33:11,23.0,93.0,6,36,22,8,20
1,4/7/2019 2:33:16,23.0,93.0,6,36,22,8,18
1,4/7/2019 2:33:21,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:33:26,23.0,93.0,5,36,24,7,18
1,4/7/2019 2:33:31,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:33:36,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:33:41,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:33:47,23.0,93.0,5,36,21,7,18
1,4/7/2019 2:33:52,23.0,93.0,5,36,21,7,18
1,4/7/2019 2:33:57,23.0,93.0,5,36,22,7,18
1,4/7/2019 2:34:2,23.0,93.0,5,36,21,11,18
1,4/7/2019 2:34:7,23.0,93.0,5,36,22,11,18
1,4/7/2019 2:34:12,23.0,93.0,5,36,22,11,18
1,4/7/2019 2:34:17,23.0,93.0,5,36,22,11,18
1,4/7/2019 2:34:22,23.0,93.0,5,36,21,11,18
1,4/7/2019 2:34:27,23.0,93.0,5,36,22,11,18
1,4/7/2019 2:34:32,23.0,93.0,5,37,22,11,18
1,4/7/2019 2:34:37,23.0,93.0,5,37,22,11,18
1,4/7/2019 2:34:42,23.0,93.0,5,36,22,10,18
1,4/7/2019 2:34:47,23.0,93.0,5,36,22,9,18
1,4/7/2019 2:34:52,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:34:58,23.0,93.0,5,36,24,8,18
1,4/7/2019 2:35:3,23.0,93.0,5,36,22,10,19
1,4/7/2019 2:35:8,23.0,93.0,5,36,25,8,18
1,4/7/2019 2:35:13,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:35:18,23.0,93.0,5,36,21,8,18
1,4/7/2019 2:35:23,23.0,93.0,5,36,21,8,18
1,4/7/2019 2:35:28,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:35:33,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:35:38,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:35:43,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:35:48,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:35:53,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:35:58,23.0,93.0,5,36,25,8,18
1,4/7/2019 2:36:3,23.0,93.0,5,36,22,8,18
1,4/7/2019 2:36:8,23.0,93.0,5,38,22,8,18
1,4/7/2019 2:36:14,23.0,93.0,5,38,22,8,18
1,4/7/2019 2:36:19,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:36:24,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:36:29,23.0,93.0,5,37,22,9,18
1,4/7/2019 2:36:34,23.0,93.0,4,37,22,8,18
1,4/7/2019 2:36:39,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:36:44,23.0,93.0,5,37,21,8,18
1,4/7/2019 2:36:49,23.0,93.0,5,37,22,9,18
1,4/7/2019 2:36:54,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:36:59,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:37:4,23.0,93.0,4,37,22,7,18
1,4/7/2019 2:37:9,23.0,93.0,4,37,22,7,18
1,4/7/2019 2:37:14,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:37:19,23.0,93.0,6,36,22,7,18
1,4/7/2019 2:37:24,23.0,93.0,4,37,22,7,18
1,4/7/2019 2:37:30,23.0,93.0,4,37,22,9,18
1,4/7/2019 2:37:35,23.0,93.0,4,37,25,9,19
1,4/7/2019 2:37:40,23.0,93.0,4,37,21,9,19
1,4/7/2019 2:37:45,23.0,93.0,6,37,23,9,18
1,4/7/2019 2:37:50,23.0,93.0,4,37,22,9,18
1,4/7/2019 2:37:55,23.0,93.0,8,37,22,8,18
1,4/7/2019 2:38:0,23.0,93.0,4,37,25,8,18
1,4/7/2019 2:38:5,23.0,93.0,5,37,22,8,17
1,4/7/2019 2:38:10,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:38:15,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:38:20,23.0,93.0,5,37,22,7,17
1,4/7/2019 2:38:25,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:38:30,23.0,93.0,5,37,22,7,19
1,4/7/2019 2:38:35,23.0,93.0,5,37,22,7,19
1,4/7/2019 2:38:40,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:38:46,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:38:51,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:38:56,23.0,93.0,7,37,26,7,18
1,4/7/2019 2:39:1,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:39:6,23.0,93.0,5,37,23,7,18
1,4/7/2019 2:39:11,23.0,93.0,5,38,22,7,18
1,4/7/2019 2:39:16,23.0,93.0,5,37,25,6,17
1,4/7/2019 2:39:21,23.0,93.0,5,37,22,6,18
1,4/7/2019 2:39:26,23.0,93.0,6,37,22,7,17
1,4/7/2019 2:39:31,23.0,93.0,5,37,22,7,17
1,4/7/2019 2:39:36,23.0,93.0,5,37,22,7,17
1,4/7/2019 2:39:41,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:39:46,23.0,93.0,5,37,22,7,17
1,4/7/2019 2:39:51,23.0,93.0,5,37,22,8,17
1,4/7/2019 2:39:56,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:40:2,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:40:7,23.0,93.0,5,37,22,8,18
1,4/7/2019 2:40:12,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:40:17,23.0,93.0,6,37,24,8,18
1,4/7/2019 2:40:22,23.0,93.0,6,37,22,7,18
1,4/7/2019 2:40:27,23.0,93.0,6,37,22,8,18
1,4/7/2019 2:40:32,23.0,93.0,6,37,22,8,18
1,4/7/2019 2:40:37,23.0,93.0,6,37,22,8,18
1,4/7/2019 2:40:42,23.0,93.0,6,37,21,8,17
1,4/7/2019 2:40:47,23.0,93.0,6,37,23,7,19
1,4/7/2019 2:40:52,23.0,93.0,6,37,21,7,18
1,4/7/2019 2:40:57,23.0,93.0,6,37,22,7,18
1,4/7/2019 2:41:2,23.0,93.0,6,37,21,10,18
1,4/7/2019 2:41:7,23.0,93.0,6,37,21,10,18
1,4/7/2019 2:41:13,23.0,93.0,6,37,21,10,17
1,4/7/2019 2:41:18,23.0,93.0,6,37,22,10,18
1,4/7/2019 2:41:23,23.0,93.0,6,37,21,9,18
1,4/7/2019 2:41:28,23.0,93.0,5,37,22,9,17
1,4/7/2019 2:41:33,23.0,93.0,5,37,21,9,17
1,4/7/2019 2:41:38,23.0,93.0,5,37,22,8,17
1,4/7/2019 2:41:43,23.0,93.0,6,37,21,8,17
1,4/7/2019 2:41:48,23.0,93.0,5,37,21,8,17
1,4/7/2019 2:41:53,23.0,93.0,5,37,22,7,18
1,4/7/2019 2:41:58,23.0,93.0,5,37,23,7,17
1,4/7/2019 2:42:3,23.0,93.0,5,37,23,8,17
1,4/7/2019 2:42:8,23.0,93.0,5,37,25,7,17
1,4/7/2019 2:42:13,23.0,93.0,5,37,22,7,19
1,4/7/2019 2:42:18,23.0,93.0,6,37,21,7,18
1,4/7/2019 2:42:23,23.0,93.0,5,37,22,7,18
